timestamp,source_ip,host,event_type,user,raw_message
timestamp,source_ip,host,event_type,user,raw_message
timestamp,source_ip,host,event_type,user,raw_message
2026-04-22T13:22:55.258962+05:30,,UBUNTU-LAB,privilege_activity,admin_user,sudo:      admin_user : TTY=pts/0 ; PWD=/home/admin_user ; USER=root ; COMMAND=/usr/sbin/ufw status
2026-04-22T13:22:55.269259+05:30,,UBUNTU-LAB,privilege_activity,,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by admin_user(uid=1000)
2026-04-22T13:22:55.564663+05:30,,UBUNTU-LAB,privilege_activity,,sudo: pam_unix(sudo:session): session closed for user root
2026-04-22T13:23:02.956212+05:30,,UBUNTU-LAB,privilege_activity,admin_user,sudo:      admin_user : TTY=pts/0 ; PWD=/home/admin_user ; USER=root ; COMMAND=/usr/sbin/ufw allow ssh
2026-04-22T13:23:02.957880+05:30,,UBUNTU-LAB,privilege_activity,,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by admin_user(uid=1000)
2026-04-22T13:23:03.140377+05:30,,UBUNTU-LAB,privilege_activity,,sudo: pam_unix(sudo:session): session closed for user root
2026-04-22T13:23:13.402656+05:30,,UBUNTU-LAB,privilege_activity,admin_user,sudo:      admin_user : TTY=pts/0 ; PWD=/home/admin_user ; USER=root ; COMMAND=/usr/sbin/ufw enable
2026-04-22T13:23:13.411361+05:30,,UBUNTU-LAB,privilege_activity,,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by admin_user(uid=1000)
2026-04-22T13:23:14.087046+05:30,,UBUNTU-LAB,privilege_activity,,sudo: pam_unix(sudo:session): session closed for user root
2026-04-22T13:23:21.270326+05:30,,UBUNTU-LAB,privilege_activity,admin_user,sudo:      admin_user : TTY=pts/0 ; PWD=/home/admin_user ; USER=root ; COMMAND=/usr/sbin/ufw status
2026-04-22T13:23:21.272715+05:30,,UBUNTU-LAB,privilege_activity,,sudo: pam_unix(sudo:session): session opened for user root(uid=0) by admin_user(uid=1000)
2026-04-22T13:23:21.330619+05:30,,UBUNTU-LAB,privilege_activity,,sudo: pam_unix(sudo:session): session closed for user root
2026-04-22T13:23:37.258287+05:30,,UBUNTU-LAB,privilege_activity,admin_user,sudo:      admin_user : TTY=pts/0 ; PWD=/home/admin_user ; USER=root ; COMMAND=/usr/sbin/ufw status
